Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Profit,Quantity,Region,Returned,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Furniture,United States,Gary Zandusky,0.2,20/12/14,CA-2012-154795,Nu-Dell Float Frame 11 x 14 1/2,3.9512,2,West,,14.368,Consumer,24/12/14,Standard Class,Arizona,Furnishings
Office Supplies,United States,Chad Sievert,0.2,20/12/14,US-2012-120712,Fellowes Super Stor/Drawer,-2.22,4,Central,,88.8,Consumer,24/12/14,Standard Class,Texas,Storage
Office Supplies,United States,Gary Zandusky,0.2,20/12/14,CA-2012-154795,#6 3/4 Gummed Flap White Envelopes,2.772,1,West,,7.92,Consumer,24/12/14,Standard Class,Arizona,Envelopes
Office Supplies,United States,Maya Herman,0,20/12/14,CA-2012-154144,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",26.6304,1,East,,55.48,Corporate,24/12/14,Standard Class,New York,Paper
Furniture,United States,Katherine Ducich,0.3,20/12/14,US-2012-123218,"Sauder Facets Collection Library, Sky Alder Finish",-71.8116,3,Central,,359.058,Consumer,25/12/14,Standard Class,Illinois,Bookcases
Office Supplies,United States,Arianne Irving,0,20/12/14,CA-2012-158918,Easy-staple paper,7.704,4,West,,17.12,Consumer,25/12/14,Second Class,California,Paper
Office Supplies,United States,Evan Minnotte,0.2,20/12/14,CA-2012-141754,Avery 486,3.9474,2,South,,11.696,Home Office,25/12/14,Standard Class,Florida,Labels
Technology,United States,Katherine Ducich,0.2,20/12/14,US-2012-123218,Logitech G600 MMO Gaming Mouse,51.1936,4,Central,,255.968,Consumer,25/12/14,Standard Class,Illinois,Accessories
Technology,United States,Katherine Ducich,0.2,20/12/14,US-2012-123218,Apple iPhone 5C,11.9988,2,Central,,159.984,Consumer,25/12/14,Standard Class,Illinois,Phones
Office Supplies,United States,John Murray,0,20/12/14,CA-2012-158148,Acco 6 Outlet Guardian Standard Surge Suppressor,10.881,3,South,,36.27,Consumer,26/12/14,Standard Class,Virginia,Appliances
Office Supplies,United States,Adam Hart,0.2,21/12/14,CA-2012-161795,"OIC #2 Pencils, Medium Soft",0.3384,2,East,,3.008,Corporate,23/12/14,Second Class,Ohio,Art
Technology,United States,Lynn Smith,0.2,21/12/14,CA-2012-165414,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,4.7976,3,South,,47.976,Consumer,24/12/14,First Class,North Carolina,Phones
Furniture,United States,John Stevenson,0,21/12/14,US-2012-126214,Bevis 36 x 72 Conference Tables,356.0414,13,West,Yes,1618.37,Consumer,24/12/14,Second Class,Washington,Tables
Technology,United States,John Stevenson,0,21/12/14,US-2012-126214,Enermax Acrylux Wireless Keyboard,36.852,1,West,Yes,99.6,Consumer,24/12/14,Second Class,Washington,Accessories
Office Supplies,United States,Elpida Rittenbach,0.2,21/12/14,CA-2012-127019,Belkin 6 Outlet Metallic Surge Strip,4.5738,7,West,,60.984,Corporate,25/12/14,Standard Class,Colorado,Appliances
Furniture,United States,Sam Zeldin,0.6,21/12/14,CA-2012-154284,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",-33.6414,3,Central,,51.756,Home Office,26/12/14,Second Class,Illinois,Furnishings
Office Supplies,United States,Sam Zeldin,0.2,21/12/14,CA-2012-154284,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",14.2272,2,Central,,59.904,Home Office,26/12/14,Second Class,Illinois,Art
Technology,United States,Sam Zeldin,0.2,21/12/14,CA-2012-154284,Enermax Acrylux Wireless Keyboard,135.456,8,Central,,637.44,Home Office,26/12/14,Second Class,Illinois,Accessories
Technology,United States,Sam Zeldin,0.3,21/12/14,CA-2012-154284,Star Micronics TSP800 TSP847IIU Receipt Printer,137.264,2,Central,,600.53,Home Office,26/12/14,Second Class,Illinois,Machines
Office Supplies,United States,Roger Demir,0.2,21/12/14,CA-2012-112375,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",9.2178,2,South,,27.312,Consumer,27/12/14,Standard Class,Florida,Envelopes
Technology,United States,Roger Demir,0.2,21/12/14,CA-2012-112375,Memorex Micro Travel Drive 4 GB,14.628,6,South,,50.88,Consumer,27/12/14,Standard Class,Florida,Accessories
Furniture,United States,Harold Ryan,0.3,22/12/14,CA-2012-157287,Harbour Creations Steel Folding Chair,0,7,East,,422.625,Corporate,23/12/14,First Class,Pennsylvania,Chairs
Office Supplies,United States,Harold Ryan,0.2,22/12/14,CA-2012-157287,"Tennsco Lockers, Sand",1.6784,2,East,,33.568,Corporate,23/12/14,First Class,Pennsylvania,Storage
Office Supplies,United States,Beth Thompson,0,22/12/14,CA-2012-153612,Newell 336,4.9648,4,Central,,17.12,Home Office,27/12/14,Standard Class,Wisconsin,Art
Office Supplies,United States,Bradley Drucker,0,23/12/14,CA-2012-117828,Belkin Premiere Surge Master II 8-outlet surge protector,56.3528,4,South,,194.32,Consumer,26/12/14,First Class,Virginia,Appliances
Office Supplies,United States,David Bremer,0,24/12/14,CA-2012-124653,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,10.3488,7,East,,21.56,Corporate,26/12/14,First Class,New York,Labels
Office Supplies,United States,David Bremer,0,24/12/14,CA-2012-124653,Xerox 1887,63.7392,7,East,,132.79,Corporate,26/12/14,First Class,New York,Paper
Office Supplies,United States,David Bremer,0,24/12/14,CA-2012-124653,Xerox 1967,6.2208,2,East,,12.96,Corporate,26/12/14,First Class,New York,Paper
Furniture,United States,Joni Blumstein,0.2,24/12/14,CA-2012-169397,"Executive Impressions 14"" Two-Color Numerals Wall Clock",19.0848,4,East,Yes,72.704,Consumer,27/12/14,First Class,Ohio,Furnishings
Office Supplies,United States,Joni Blumstein,0.2,24/12/14,CA-2012-169397,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2.7168,2,East,Yes,27.168,Consumer,27/12/14,First Class,Ohio,Art
Office Supplies,United States,Joni Blumstein,0.7,24/12/14,CA-2012-169397,Ibico Standard Transparent Covers,-13.8432,4,East,Yes,19.776,Consumer,27/12/14,First Class,Ohio,Binders
Office Supplies,United States,Joni Blumstein,0.2,24/12/14,CA-2012-169397,OIC Bulk Pack Metal Binder Clips,1.8148,2,East,Yes,5.584,Consumer,27/12/14,First Class,Ohio,Fasteners
Office Supplies,United States,Joni Blumstein,0.2,24/12/14,CA-2012-169397,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",8.2302,6,East,Yes,22.704,Consumer,27/12/14,First Class,Ohio,Paper
Technology,United States,Joni Blumstein,0.7,24/12/14,CA-2012-169397,Swingline SM12-08 MicroCut Jam Free Shredder,-383.9904,4,East,Yes,479.988,Consumer,27/12/14,First Class,Ohio,Machines
Furniture,United States,Jim Radford,0.7,24/12/14,US-2012-103471,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",-786.744,7,West,,590.058,Consumer,28/12/14,Standard Class,Colorado,Bookcases
Furniture,United States,Harold Ryan,0.2,24/12/14,CA-2012-135538,SAFCO Arco Folding Chair,99.432,4,West,,883.84,Corporate,28/12/14,Standard Class,Arizona,Chairs
Office Supplies,United States,Jim Radford,0.2,24/12/14,US-2012-103471,"Dixon My First Ticonderoga Pencil, #2",1.5795,3,West,,14.04,Consumer,28/12/14,Standard Class,Colorado,Art
Furniture,United States,Maribeth Schnelling,0.2,24/12/14,CA-2012-120103,Magna Visual Magnetic Picture Hangers,1.7352,2,West,,7.712,Consumer,29/12/14,Standard Class,Arizona,Furnishings
Office Supplies,United States,Kean Takahito,0.2,24/12/14,CA-2012-158456,Avery Hole Reinforcements,7.2268,4,West,,19.936,Consumer,29/12/14,Standard Class,California,Binders
Office Supplies,United States,Kean Takahito,0,24/12/14,CA-2012-158456,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",21.5824,4,West,,45.92,Consumer,29/12/14,Standard Class,California,Fasteners
Office Supplies,United States,Maribeth Schnelling,0.2,24/12/14,CA-2012-120103,Computer Printout Paper with Letter-Trim Perforations,37.1812,7,West,,106.232,Consumer,29/12/14,Standard Class,Arizona,Paper
Technology,United States,Maribeth Schnelling,0.2,24/12/14,CA-2012-120103,ClearSounds CSC500 Amplified Spirit Phone Corded phone,11.1984,2,West,,111.984,Consumer,29/12/14,Standard Class,Arizona,Phones
Furniture,United States,Harry Marie,0,24/12/14,US-2012-128587,"Eldon Regeneration Recycled Desk Accessories, Black",3.7752,2,Central,,9.68,Corporate,30/12/14,Standard Class,Missouri,Furnishings
Technology,United States,Harry Marie,0,24/12/14,US-2012-128587,Canon PC1060 Personal Laser Copier,2302.9671,7,Central,,4899.93,Corporate,30/12/14,Standard Class,Missouri,Copiers
Furniture,United States,Lena Hernandez,0,25/12/14,US-2012-136749,Tenex B1-RE Series Chair Mats for Low Pile Carpets,46.8996,6,South,Yes,275.88,Consumer,27/12/14,Second Class,Georgia,Furnishings
Office Supplies,United States,Lena Hernandez,0,25/12/14,US-2012-136749,Tuf-Vin Binders,74.213,5,South,Yes,157.9,Consumer,27/12/14,Second Class,Georgia,Binders
Furniture,United States,Justin Deggeller,0.2,25/12/14,US-2012-147739,Tenex Antistatic Computer Chair Mats,-68.392,4,East,,547.136,Corporate,29/12/14,Standard Class,Pennsylvania,Furnishings
Office Supplies,United States,Jim Kriz,0,25/12/14,CA-2012-143980,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,124.488,2,East,,414.96,Home Office,29/12/14,Standard Class,New York,Appliances
Office Supplies,United States,Sean Miller,0,25/12/14,CA-2012-144890,Xerox 1949,4.8804,2,West,,9.96,Home Office,29/12/14,Standard Class,California,Paper
Furniture,United States,Jim Karlsson,0.2,25/12/14,CA-2012-113152,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",56.196,2,East,,449.568,Consumer,30/12/14,Standard Class,New York,Bookcases
Office Supplies,United States,Ralph Arnett,0,25/12/14,CA-2012-111780,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),8.073,3,West,,17.94,Consumer,30/12/14,Second Class,California,Paper
Office Supplies,United States,Ralph Arnett,0,25/12/14,CA-2012-111780,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.174,3,West,,12.6,Consumer,30/12/14,Second Class,California,Paper
Technology,United States,Jim Karlsson,0,25/12/14,CA-2012-113152,Plantronics Savi W720 Multi-Device Wireless Headset System,371.316,2,East,,843.9,Consumer,30/12/14,Standard Class,New York,Accessories
Technology,United States,Ralph Arnett,0.2,25/12/14,CA-2012-111780,Brother DCP1000 Digital 3 in 1 Multifunction Machine,224.9925,5,West,,1199.96,Consumer,30/12/14,Second Class,California,Copiers
Office Supplies,United States,Maria Bertelson,0.2,25/12/14,CA-2012-144288,Avery 474,3.3408,4,South,,9.216,Consumer,31/12/14,Standard Class,Tennessee,Labels
Office Supplies,United States,Maria Bertelson,0.2,25/12/14,CA-2012-144288,Xerox 227,3.6288,2,South,,10.368,Consumer,31/12/14,Standard Class,Tennessee,Paper
Furniture,United States,Dionis Lloyd,0,25/12/14,CA-2012-153717,Rush Hierlooms Collection Rich Wood Bookcases,20.9274,1,Central,,160.98,Corporate,01/01/15,Standard Class,Michigan,Bookcases
Office Supplies,United States,Dionis Lloyd,0,25/12/14,CA-2012-153717,Newell 351,0.9512,1,Central,,3.28,Corporate,01/01/15,Standard Class,Michigan,Art
Office Supplies,United States,Dionis Lloyd,0,25/12/14,CA-2012-153717,Xerox 1978,8.4966,3,Central,,17.34,Corporate,01/01/15,Standard Class,Michigan,Paper
Technology,United States,Dionis Lloyd,0,25/12/14,CA-2012-153717,"Logitech B530 USB Headset - headset - Full size, Binaural",19.9746,2,Central,,73.98,Corporate,01/01/15,Standard Class,Michigan,Phones
Furniture,United States,Mick Crebagga,0.4,26/12/14,CA-2012-111073,KI Adjustable-Height Table,-15.4764,1,East,,51.588,Consumer,30/12/14,Standard Class,Ohio,Tables
Office Supplies,United States,David Flashing,0,26/12/14,CA-2012-124933,Xerox 1906,99.9408,6,East,,212.64,Consumer,30/12/14,Second Class,New York,Paper
Furniture,United States,Roger Barcio,0.3,26/12/14,CA-2012-119550,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",-90.3762,3,Central,,275.058,Home Office,31/12/14,Standard Class,Texas,Chairs
Office Supplies,United States,Brian Dahlen,0,26/12/14,CA-2012-158792,Staples,10.434,5,East,,22.2,Consumer,02/01/15,Standard Class,Massachusetts,Fasteners
Technology,United States,Kean Nguyen,0,27/12/14,CA-2012-155145,Maxell 4.7GB DVD-R 5/Pack,3.4848,8,West,,7.92,Corporate,29/12/14,Second Class,California,Accessories
Office Supplies,United States,Richard Eichhorn,0,27/12/14,CA-2012-151589,Xerox 1917,91.9508,4,Central,,195.64,Consumer,30/12/14,First Class,Wisconsin,Paper
Technology,United States,Richard Eichhorn,0,27/12/14,CA-2012-151589,Cisco SPA 502G IP Phone,71.97,2,Central,,239.9,Consumer,30/12/14,First Class,Wisconsin,Phones
Furniture,United States,David Bremer,0.4,27/12/14,CA-2012-101889,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-464.697,9,East,,1548.99,Corporate,31/12/14,Standard Class,Ohio,Tables
Furniture,United States,Sung Pak,0.2,27/12/14,CA-2012-103870,O'Sullivan 5-Shelf Heavy-Duty Bookcases,8.194,2,South,,131.104,Corporate,31/12/14,Standard Class,Tennessee,Bookcases
Furniture,United States,Sung Pak,0.2,27/12/14,CA-2012-103870,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",16.0056,3,South,,53.352,Corporate,31/12/14,Standard Class,Tennessee,Furnishings
Furniture,United States,Steve Nguyen,0.32,27/12/14,CA-2012-117415,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",-46.9764,3,Central,,532.3992,Home Office,31/12/14,Standard Class,Texas,Bookcases
Furniture,United States,Steve Nguyen,0.3,27/12/14,CA-2012-117415,"Global Fabric Manager's Chair, Dark Gray",-15.147,3,Central,,212.058,Home Office,31/12/14,Standard Class,Texas,Chairs
Office Supplies,United States,Maribeth Dona,0,27/12/14,CA-2012-134782,"Strathmore #10 Envelopes, Ultimate White",51.6558,2,South,,105.42,Consumer,31/12/14,Standard Class,Arkansas,Envelopes
Office Supplies,United States,Arthur Gainer,0,27/12/14,CA-2012-148376,Belkin F9G930V10-GRY 9 Outlet Surge,31.0184,2,West,,106.96,Consumer,31/12/14,Standard Class,California,Appliances
Office Supplies,United States,Arthur Gainer,0,27/12/14,CA-2012-148376,Avery 497,10.3488,7,West,,21.56,Consumer,31/12/14,Standard Class,California,Labels
Office Supplies,United States,David Bremer,0.2,27/12/14,CA-2012-101889,Staple envelope,6.7068,3,East,,19.872,Corporate,31/12/14,Standard Class,Ohio,Envelopes
Office Supplies,United States,Sung Pak,0.2,27/12/14,CA-2012-103870,Staple magnet,2.2512,3,South,,22.512,Corporate,31/12/14,Standard Class,Tennessee,Storage
Office Supplies,United States,Aaron Hawkins,0,27/12/14,CA-2012-130113,Fellowes Super Stor/Drawer Files,61.389,2,West,,323.1,Corporate,31/12/14,Standard Class,California,Storage
Office Supplies,United States,Steve Nguyen,0.2,27/12/14,CA-2012-117415,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",35.415,9,Central,,113.328,Home Office,31/12/14,Standard Class,Texas,Envelopes
Office Supplies,United States,Brad Thomas,0,27/12/14,CA-2012-165085,Kensington 7 Outlet MasterPiece Power Center,103.2284,2,East,,355.96,Home Office,31/12/14,Standard Class,Maryland,Appliances
Office Supplies,United States,Brad Thomas,0,27/12/14,CA-2012-165085,Xerox 1950,14.161,5,East,,28.9,Home Office,31/12/14,Standard Class,Maryland,Paper
Technology,United States,Sung Pak,0.2,27/12/14,CA-2012-103870,Maxell CD-R Discs,0.7092,3,South,,4.728,Corporate,31/12/14,Standard Class,Tennessee,Accessories
Technology,United States,Sung Pak,0.2,27/12/14,CA-2012-103870,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,-12.7302,7,South,,72.744,Corporate,31/12/14,Standard Class,Tennessee,Accessories
Technology,United States,Aaron Hawkins,0.2,27/12/14,CA-2012-130113,Geemarc AmpliPOWER60,75.168,9,West,,668.16,Corporate,31/12/14,Standard Class,California,Phones
Technology,United States,Steve Nguyen,0.2,27/12/14,CA-2012-117415,Plantronics HL10 Handset Lifter,41.7564,4,Central,,371.168,Home Office,31/12/14,Standard Class,Texas,Phones
Office Supplies,United States,Daniel Raglin,0.2,27/12/14,US-2012-163783,Sterilite Show Offs Storage Containers,-3.168,3,Central,,12.672,Home Office,01/01/15,Standard Class,Illinois,Storage
Technology,United States,Eric Murdock,0.2,28/12/14,CA-2012-119697,Lenovo 17-Key USB Numeric Keypad,1.3596,2,East,,54.384,Consumer,31/12/14,Second Class,Pennsylvania,Accessories
Office Supplies,United States,Fred Harton,0.2,28/12/14,CA-2012-148859,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",1.551,2,Central,,24.816,Consumer,01/01/15,Standard Class,Illinois,Storage
Office Supplies,United States,Roy Französisch,0,29/12/14,CA-2012-130855,Acme Serrated Blade Letter Opener,0.0636,2,East,,6.36,Consumer,05/01/15,Standard Class,New York,Supplies
Office Supplies,United States,Clay Ludtke,0,30/12/14,CA-2012-135580,Tyvek Side-Opening Peel & Seel Expanding Envelopes,122.148,3,West,Yes,271.44,Consumer,03/01/15,Standard Class,California,Envelopes
Office Supplies,United States,Clay Ludtke,0,30/12/14,CA-2012-135580,Xerox 1929,31.5192,3,West,Yes,68.52,Consumer,03/01/15,Standard Class,California,Paper
Office Supplies,United States,Clay Ludtke,0,30/12/14,CA-2012-135580,2300 Heavy-Duty Transfer File Systems by Perma,14.2386,3,West,Yes,74.94,Consumer,03/01/15,Standard Class,California,Storage
Technology,United States,Clay Ludtke,0.2,30/12/14,CA-2012-135580,Zebra GX420t Direct Thermal/Thermal Transfer Printer,286.713,6,West,Yes,2548.56,Consumer,03/01/15,Standard Class,California,Machines
Technology,United States,Clay Ludtke,0.2,30/12/14,CA-2012-135580,Cisco SPA 502G IP Phone,35.985,3,West,Yes,287.88,Consumer,03/01/15,Standard Class,California,Phones
Office Supplies,United States,Anna Häberlin,0,31/12/14,CA-2012-139780,Fellowes Presentation Covers for Comb Binding Machines,52.38,8,Central,,116.4,Corporate,02/01/15,Second Class,Michigan,Binders
Office Supplies,United States,Karen Carlisle,0,31/12/14,CA-2012-109470,Aluminum Screw Posts,38.15,5,South,,76.3,Corporate,03/01/15,Second Class,Kentucky,Binders
Office Supplies,United States,Karen Carlisle,0,31/12/14,CA-2012-109470,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",27.8944,4,South,,60.64,Corporate,03/01/15,Second Class,Kentucky,Binders
Office Supplies,United States,Karen Carlisle,0,31/12/14,CA-2012-109470,Ibico Plastic Spiral Binding Combs,167.808,12,South,,364.8,Corporate,03/01/15,Second Class,Kentucky,Binders
Office Supplies,United States,Karen Carlisle,0,31/12/14,CA-2012-109470,Tuf-Vin Binders,44.5278,3,South,,94.74,Corporate,03/01/15,Second Class,Kentucky,Binders
Office Supplies,United States,Barry Gonzalez,0.2,31/12/14,CA-2012-120901,Stockwell Push Pins,0.5668,2,Central,,3.488,Consumer,04/01/15,Standard Class,Texas,Fasteners
Office Supplies,United States,Barry Gonzalez,0.2,31/12/14,CA-2012-120901,Fellowes Stor/Drawer Steel Plus Storage Drawers,-26.7204,2,Central,,152.688,Consumer,04/01/15,Standard Class,Texas,Storage
Office Supplies,United States,Barry Gonzalez,0.2,31/12/14,CA-2012-120901,Staple remover,-1.3248,2,Central,,5.888,Consumer,04/01/15,Standard Class,Texas,Supplies
Office Supplies,United States,Jas O'Carroll,0.2,31/12/14,CA-2012-109197,Ibico Hi-Tech Manual Binding System,152.495,2,West,,487.984,Consumer,04/01/15,Standard Class,Montana,Binders
Furniture,United States,Trudy Brown,0.6,31/12/14,CA-2012-156377,"Eldon Expressions Wood Desk Accessories, Oak",-11.439,5,Central,,14.76,Consumer,05/01/15,Standard Class,Texas,Furnishings
Office Supplies,United States,Trudy Brown,0.8,31/12/14,CA-2012-156377,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,-5.8496,4,Central,,3.656,Consumer,05/01/15,Standard Class,Texas,Binders
Furniture,United States,Brendan Murry,0,02/01/15,CA-2013-160304,"Bush Westfield Collection Bookcases, Medium Cherry Finish",38.2668,3,East,,173.94,Corporate,07/01/15,Standard Class,Maryland,Bookcases
Technology,United States,Brendan Murry,0,02/01/15,CA-2013-160304,GE 30522EE2,67.2742,2,East,,231.98,Corporate,07/01/15,Standard Class,Maryland,Phones
Office Supplies,United States,Lena Radford,0,03/01/15,CA-2013-125206,Recycled Steel Personal File for Hanging File Folders,28.615,2,West,,114.46,Consumer,05/01/15,First Class,California,Storage
Furniture,United States,Bill Overfelt,0,03/01/15,CA-2013-105207,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",350.427,7,Central,,1592.85,Corporate,08/01/15,Standard Class,Oklahoma,Tables
Office Supplies,United States,Bill Overfelt,0,03/01/15,CA-2013-105207,Storex Dura Pro Binders,5.346,2,Central,,11.88,Corporate,08/01/15,Standard Class,Oklahoma,Binders
Technology,United States,Christine Abelman,0.2,03/01/15,US-2013-116365,Imation Clip USB flash drive - 8 GB,-5.264,2,Central,,30.08,Corporate,08/01/15,Standard Class,Texas,Accessories
Technology,United States,Christine Abelman,0.2,03/01/15,US-2013-116365,WD My Passport Ultra 1TB Portable External Hard Drive,-6.21,3,Central,,165.6,Corporate,08/01/15,Standard Class,Texas,Accessories
Technology,United States,Christine Abelman,0.2,03/01/15,US-2013-116365,AT&T 17929 Lendline Telephone,13.572,5,Central,,180.96,Corporate,08/01/15,Standard Class,Texas,Phones
Office Supplies,United States,Ben Peterman,0.2,04/01/15,CA-2013-158211,Newell 312,0.584,1,East,,4.672,Corporate,08/01/15,Standard Class,Pennsylvania,Art
Office Supplies,United States,Ben Peterman,0.7,04/01/15,CA-2013-158211,Avery Arch Ring Binders,-80.178,6,East,,104.58,Corporate,08/01/15,Standard Class,Pennsylvania,Binders
Technology,United States,Erica Bern,0.2,04/01/15,US-2013-164630,Hewlett Packard 310 Color Digital Copier,119.996,4,South,,959.968,Corporate,09/01/15,Standard Class,North Carolina,Copiers
Office Supplies,United States,Anthony Johnson,0.2,05/01/15,CA-2013-134474,Newell 337,0.5904,2,South,,5.248,Corporate,07/01/15,Second Class,Florida,Art
Technology,United States,Anthony Johnson,0.2,05/01/15,CA-2013-134474,Logitech MX Performance Wireless Mouse,40.6878,6,South,,191.472,Corporate,07/01/15,Second Class,Florida,Accessories
Technology,United States,Anthony Johnson,0.2,05/01/15,CA-2013-134474,"Logitech B530 USB Headset - headset - Full size, Binaural",5.1786,2,South,,59.184,Corporate,07/01/15,Second Class,Florida,Phones
Furniture,United States,Neoma Murray,0.6,07/01/15,CA-2013-158806,"Executive Impressions 13"" Clairmont Wall Clock",-10.9611,3,Central,,23.076,Consumer,11/01/15,Standard Class,Texas,Furnishings
Office Supplies,United States,Neoma Murray,0.2,07/01/15,CA-2013-158806,Xerox 212,9.072,5,Central,,25.92,Consumer,11/01/15,Standard Class,Texas,Paper
Office Supplies,United States,Dianna Wilson,0,07/01/15,CA-2013-101938,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,10.0282,1,West,,34.58,Home Office,12/01/15,Standard Class,California,Art
Furniture,United States,Jack O'Briant,0,08/01/15,US-2013-100461,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",407.1288,6,Central,,1565.88,Corporate,12/01/15,Standard Class,Wisconsin,Bookcases
Office Supplies,United States,Jack O'Briant,0,08/01/15,US-2013-100461,Plastic Binding Combs,49.8435,7,Central,,106.05,Corporate,12/01/15,Standard Class,Wisconsin,Binders
Office Supplies,United States,Vivek Sundaresam,0.2,08/01/15,US-2013-137295,Newell 319,5.952,3,South,,47.616,Consumer,13/01/15,Standard Class,North Carolina,Art
Office Supplies,United States,Vivek Sundaresam,0.7,08/01/15,US-2013-137295,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",-24.6624,7,South,,30.828,Consumer,13/01/15,Standard Class,North Carolina,Binders
Technology,United States,Vivek Sundaresam,0.2,08/01/15,US-2013-137295,Avaya 5410 Digital phone,10.8784,2,South,,108.784,Consumer,13/01/15,Standard Class,North Carolina,Phones
Furniture,United States,Maureen Fritzler,0.2,09/01/15,CA-2013-126543,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",3.792,2,East,,15.168,Corporate,13/01/15,Second Class,Ohio,Furnishings
Technology,United States,Laura Armstrong,0,09/01/15,CA-2013-108882,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,118.983,5,West,,349.95,Corporate,15/01/15,Standard Class,California,Accessories
Technology,United States,Laura Armstrong,0.2,09/01/15,CA-2013-108882,netTALK DUO VoIP Telephone Service,141.723,9,West,,377.928,Corporate,15/01/15,Standard Class,California,Phones
Furniture,United States,Joy Bell-,0,10/01/15,CA-2013-163937,"DAX Value U-Channel Document Frames, Easel Back",7.7035,5,West,,24.85,Consumer,13/01/15,Second Class,Washington,Furnishings
Furniture,United States,Ken Black,0,10/01/15,CA-2013-116547,24-Hour Round Wall Clock,34.3656,4,West,Yes,79.92,Corporate,17/01/15,Standard Class,Washington,Furnishings
Technology,United States,Ken Black,0,10/01/15,CA-2013-116547,Logitech Media Keyboard K200,13.2962,2,West,Yes,69.98,Corporate,17/01/15,Standard Class,Washington,Accessories
Office Supplies,United States,Deanra Eno,0.2,11/01/15,CA-2013-126529,Xerox 1935,20.5764,3,East,Yes,63.312,Home Office,13/01/15,Second Class,Ohio,Paper
Office Supplies,United States,Deanra Eno,0.2,11/01/15,CA-2013-126529,Xerox 2,5.4432,3,East,Yes,15.552,Home Office,13/01/15,Second Class,Ohio,Paper
Technology,United States,Deanra Eno,0.4,11/01/15,CA-2013-126529,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,-9.8724,2,East,Yes,15.588,Home Office,13/01/15,Second Class,Ohio,Phones
Furniture,United States,Mark Packer,0.2,11/01/15,CA-2013-141887,Ultra Door Push Plate,8.9362,14,East,,54.992,Home Office,15/01/15,Standard Class,Ohio,Furnishings
Furniture,United States,Anna Gayman,0.2,14/01/15,CA-2013-133368,Electrix Fluorescent Magnifier Lamps & Weighted Base,31.5776,8,South,Yes,315.776,Consumer,20/01/15,Standard Class,North Carolina,Furnishings
Office Supplies,United States,Anna Gayman,0.2,14/01/15,CA-2013-133368,Xerox 1882,32.4684,2,South,Yes,89.568,Consumer,20/01/15,Standard Class,North Carolina,Paper
Furniture,United States,Roy Collins,0.3,15/01/15,CA-2013-140746,"Bevis Round Bullnose 29"" High Table Top",-15.5826,1,East,,181.797,Consumer,15/01/15,Same Day,Connecticut,Tables
Office Supplies,United States,Bill Eplett,0,15/01/15,CA-2013-166912,Xerox 1893,40.1702,2,East,,81.98,Home Office,17/01/15,First Class,New York,Paper
Office Supplies,United States,Dean percer,0,15/01/15,CA-2013-152072,American Pencil,1.3514,2,East,,4.66,Home Office,19/01/15,Standard Class,New Jersey,Art
Office Supplies,United States,Dean percer,0,15/01/15,CA-2013-152072,Quality Park Security Envelopes,24.5998,2,East,,52.34,Home Office,19/01/15,Standard Class,New Jersey,Envelopes
Technology,United States,Dean percer,0,15/01/15,CA-2013-152072,Logitech Gaming G510s - Keyboard,91.7892,3,East,,254.97,Home Office,19/01/15,Standard Class,New Jersey,Accessories
Office Supplies,United States,William Brown,0.2,15/01/15,CA-2013-137848,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",17.3376,3,East,,49.536,Consumer,21/01/15,Standard Class,New York,Binders
